CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904,v905,v906,v907,v908,v909,v910,v911,v912,v913,v914,v915,v916,v917,v918,v919,v920,v921,v922,v922a,v923,v924,v925,v926,v927,v928,v929,v930,v931,v932,v933,v934,v934a,v935,v936,v937,v938,v939,v940,v941,v942,v943,v944,v945,v946,v946a,v947,v948,v949,v950,v951,v952,v953,v954,v955,v956,v957,v958,v959,v959a,v960,v961,v962,v963,v964,v965,v966,v967,v968,v968a,v969,v970,v971,v972,v973,v974,v975,v976,v977,v978,v979,v979a,v980,v981,v982,v983,v984,v985,v986,v987,v988,v989,v990,v991a,v991b,v991c,v992,v993,v994,v995,v996,v997,v998,v999,v1000,v1001,v1002,v1003,v1004,v1005,v1006a,v1006b,v1006c,v1007,v1008,v1009,v1010,v1010a,v1011,v1012,v1013,v1014,v1015,v1016,v1017,v1018,v1019,v1020a,v1020b,v1020c,v1021a,v1021b,v1021c,v1022,v1023,v1024,v1025,v1026a,v1026b,v1026c,v1026d,v1026e,v1026f,v1026g,v1026h,v1027,v1248,v1249,v1250,v1251,v1252a,v1252b,v1252c,v1475,v1476,v1477,v1482,v1482a,v1483,v1484,v1485,v1486,v1486a,v1487,v1488,v1530,v1531,v1532,v1533,v1534,v1535,v1536,v1537
 493,5,0,0,3,3,1,1,1,1,5,0,3,0,5,0,2,5,2,1,0,3,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230,11,0,1964,36,1,16,0, 1,6,17,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,711,1,5, 30,5,5,5,5, 1,0, 1,0,711,1,5, 30,5,0,0,0,5,0,0,0,5, 6, 6, 6,96, 6,5,0,1,1,1,0,0,4,50, 0, 0,1,18,20,2, 2,90,5,0,149,6,0,0,0,6, 0, 33,33, 0,  6, 6,1,1, 1, 1, 3,95,95,95,95,95,95,95,100,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
 494,1,1,0,1,4,8,0,8,0,5,0,3,0,1,3,1,4,2,1,0,2,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110, 8,0,1930,70,1,16,0, 1,6,17,0, 3,7,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 2,0, 1,0,872,1,5, 40,1,5,5,5, 2,0, 1,0,872,1,5, 40,5,0,0,0,5,0,0,0,5, 8, 8, 6,96, 6,1,1,0,1,1,0,0,4,50, 0, 0,1,18,28,2, 2,18,5,0,121,6,0,0,0,6, 0, 33,33, 0, 33,33,1,1, 0,95,95,95,95,95,95,95,95,95, 30,1,1,1, 3, 6,0,0,1,5,1,2,9,0,0,0,9,2,0,5,4,5,1,3,2,3,8,3
 495,5,0,0,3,3,1,5,2,3,8,0,8,0,5,0,5,5,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 8,0,1969,31,1,15,0,96,4,16,0, 1,6,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,800,5,0, 80,1,5,5,5, 1,0, 1,0,800,5,0, 80,5,0,0,0,5,0,0,0,5, 9, 9, 9,96, 9,1,1,0,1,1,0,0,4,50, 0, 0,5,60, 0,1, 1,60,5,0,113,5,0,0,0,5,96,995,96, 0,  2, 2,5,1, 1, 1, 1,95,95,95,95,95,95,95, 30,0,0,0, 0, 0,0,0,1,5,5,2,9,0,0,0,9,2,0,5,4,2,2,3,1,3,5,5
 496,5,0,0,3,2,1,1,1,3,5,0,3,0,1,1,4,5,2,5,1,0,0,5,0,1, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270, 9,0,1935,65,1,12,1, 0,3,10,5, 0,2,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,36,0, 8,0,641,1,5, 25,5,5,5,5,36,0, 8,0,641,1,5, 25,5,0,0,0,5,0,0,0,5, 5, 5, 2,96, 2,1,1,0,1,5,0,0,4,50, 0, 0,1,37,19,2, 2,95,5,0,133,3,0,0,0,3, 0, 29,29, 0, 29,29,1,1, 0,95,95,95,95,95,95,95,95,95,  5,1,3,1, 9, 8,0,0,1,5,1,5,9,0,0,0,9,5,0,3,2,4,1,4,2,3,5,3
 497,1,5,0,2,3,1,5,2,3,5,0,3,0,9,0,9,9,9,9,0,0,0,9,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,995, 9,0,1960,40,6,15,0,96,4,13,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 2,0, 1,0,711,1,5, 40,5,5,5,5, 2,0, 1,0,711,1,5, 40,5,0,0,0,5,0,0,0,5, 8, 8, 6,96, 6,1,1,0,1,1,0,0,4,50, 0, 0,1,28, 0,1, 1,28,5,0,131,5,0,0,0,5, 6, 10,10, 0,  5, 5,1,5,95,95,95,95,95,95,95,95,95,95, 10,1,1,1, 7, 8,0,0,1,5,1,9,3,0,5,0,6,6,5,0,5,2,4,2,2,3,5,3
 498,1,1,0,1,5,1,1,1,1,3,1,5,3,1,5,2,4,2,1,0,3,0,1,7,0, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,149,11,0,1950,50,5,15,0,96,4,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,36,0, 8,0,842,1,1, 30,5,5,5,5,36,0, 8,0,842,1,1, 30,5,0,0,0,1,1,0,0,5, 3, 3, 3,96, 3,5,0,5,0,0,1,8,1,10, 0, 0,1,87, 0,1, 1,87,5,0,125,5,0,0,0,5,96,995,96, 0, 30,30,1,1, 0,95,95,95,95,95,95,95,95,95,  0,1,1,1, 1, 8,0,0,1,5,1,4,9,0,0,0,9,4,0,3,2,1,1,1,3,1,8,3
 499,1,5,0,2,3,8,0,8,0,8,0,8,0,1,1,2,5,1,5,1,0,0,5,0,7,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,5, 20, 8,0,1977,23,6,14,0,96,4,12,1, 0,3,6,17,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,36,0, 8,0,641,1,5, 25,5,5,5,1,36,0, 8,0,641,1,5, 25,5,0,0,0,1,1,0,0,5, 7, 7, 2,96, 2,5,0,1,1,1,0,0,4,50, 0, 0,1,37, 0,1, 1,37,5,0,133,3,0,0,0,3, 0, 23,23, 4,  0, 0,1,1, 1, 1, 1,95,95,95,95,95,95,95, 10,1,1,1, 1, 8,0,0,1,5,1,6,9,0,0,0,9,6,0,5,3,2,2,2,2,3,5,3
 500,1,1,0,1,5,5,0,3,0,5,0,3,0,1,5,1,3,1,1,0,1,1,1,7,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20, 1,0,1957,43,1,13,0,96,4,13,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,62,0,11,0,231,1,5, 39,5,3,5,1,62,0,11,0,231,1,5, 39,3,0,0,0,5,0,0,0,5, 5, 5, 4,96, 4,1,5,0,0,0,1,1,1,10, 0, 0,1,87, 0,1, 1,87,5,0,146,3,0,0,0,3, 6,  1, 1, 6,  1, 1,5,1, 3, 0,15,16,17,95,95,95,95,95,100,1,9,0, 0, 0,0,0,5,1,5,9,5,0,0,1,3,3,5,0,3,1,1,3,3,1,1,1
 501,1,1,0,1,4,1,5,2,3,5,0,3,0,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 6,0,1944,56,1,17,0, 1,6,16,0, 1,6,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 4,1997, 2,0, 1,0,922,1,1,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 2,0, 1,0,922,1,1,996,0,5,5,0,1,3,0,0,5, 9, 9, 4,96, 4,5,0,1,1,1,0,0,4,50, 0, 0,1,18, 0,1, 1,18,5,0,123,3,0,0,0,3, 0, 22,22, 0, 22,22,1,5,95,95,95,95,95,95,95,95,95,95, 10,1,1,1, 4, 8,0,0,1,5,5,0,9,0,0,0,9,0,0,3,2,2,2,2,2,1,1,3
 502,5,0,0,3,5,1,1,1,1,5,0,3,0,5,0,4,4,2,1,0,4,0,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1, 20, 3,0,1942,58,1,12,1, 0,3,16,0, 1,6,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0,98,1995,48,0,10,0, 60,5,0,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,48,0,10,0, 60,5,0,996,0,5,5,0,5,0,0,0,5,99,99,99,96,99,1,5,0,0,0,5,5,3,50, 0, 0,1,60, 0,1, 1,60,1,5,123,5,0,0,0,5, 0, 33,33, 0, 33,33,1,1, 0,95,95,95,95,95,95,95,95,95, 30,0,0,0, 0, 0,0,0,0,0,0,9,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0
 503,3,0,1,5,4,1,5,2,3,3,5,4,5,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 1,0,1954,46,1,12,1, 0,3,13,0,96,4,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,17,0, 3,0,212,1,5, 40,5,5,5,5,17,0, 3,0,212,1,5, 40,5,0,0,0,5,0,0,0,5, 6, 6, 4,96, 4,5,0,5,0,0,1,1,1,50, 0, 0,1,23, 0,1, 1,23,5,0,198,4,0,0,0,4, 0, 22,22, 0, 22,22,1,1, 0,95,95,95,95,95,95,95,95,95, 20,1,5,1, 6, 8,0,0,1,5,1,7,9,0,0,0,9,7,0,5,1,5,1,4,3,1,1,1
 504,5,0,0,3,5,1,1,1,1,5,0,3,0,5,0,3,4,3,1,0,5,0,5,0,7,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",5,0,0,5,0,800,10,0,1959,41,1,13,0,96,4,12,1, 0,3,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,47,0,10,0,762,1,5, 50,5,5,5,5,47,0,10,0,762,1,5, 50,5,0,0,0,5,0,0,0,5, 8, 8, 6,96, 6,1,1,0,1,5,0,0,4,40,50, 0,1,62,33,2, 3,96,1,6,149,8,0,0,0,8, 0,  9, 9, 0,  9, 9,5,1, 2, 2, 4,11,95,95,95,95,95,95, 30,1,3,5,11, 7,0,0,5,1,1,7,9,0,0,0,9,7,0,5,1,5,1,4,3,1,1,1
 505,5,0,0,3,4,1,1,1,1,5,0,3,0,5,0,2,5,3,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 3,0,1911,89,1,14,0, 7,5,12,1, 0,3,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 4,1990, 1,0, 1,0,751,5,0,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0, 1,0, 1,0,751,5,0,996,0,5,5,0,5,0,0,0,5,98,98,98,96,98,1,5,0,0,0,1,1,1,50, 0, 0,5,47, 0,1, 1,47,5,0,103,3,0,0,0,3, 0, 15,15, 0, 15,15,1,1, 0,95,95,95,95,95,95,95,95,95, 10,1,3,1, 2, 8,0,0,5,1,5,5,9,0,0,0,9,5,0,5,1,1,1,2,3,1,8,3
 506,9,0,0,9,1,8,0,8,0,8,0,8,0,1,5,1,4,1,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,5,304, 8,0,1968,32,1,12,1, 0,3,12,1, 0,3,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,47,0,10,0, 60,1,5, 55,1,5,5,5,47,0,10,0, 60,1,5, 55,5,0,0,0,5,0,0,0,5, 7, 7, 6,96, 6,1,1,0,1,1,0,0,4,50, 0, 0,1,19, 0,1, 1,19,5,0,103,3,0,0,0,3, 0, 13,13, 0,  5, 5,5,1, 2, 2,12, 6,95,95,95,95,95,95,150,0,0,0, 0, 0,0,0,5,1,5,7,9,0,0,0,9,7,0,5,2,5,2,3,9,8,8,1
 507,5,0,0,3,3,8,0,8,0,8,0,8,0,1,3,4,7,8,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400,12,0,1937,63,3,17,0, 1,6,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 4,1999,38,0, 8,0,870,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,38,0, 8,0,870,1,5,996,0,5,5,0,5,0,0,0,1,96, 2,96, 2, 2,1,1,0,1,1,0,0,4,10, 0, 0,1,87, 1,2, 2, 1,5,0,119,4,0,0,0,4, 0, 10,10, 0, 10,10,5,1, 0,95,95,95,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,1,5,1,9,0,0,0,9,1,0,3,3,2,1,1,2,1,1,5
 508,1,1,0,1,4,8,0,8,0,8,0,8,0,5,0,1,3,1,1,0,1,1,1,7,0,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,301,10,0,1975,25,1,13,0,96,4,16,0,96,4,7,81,8,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0, 9,0, 2,0,862,1,5, 10,5,5,1,5, 9,0, 2,0,862,1,5, 10,5,0,0,0,5,0,0,0,5, 6, 6, 1,96, 1,5,0,5,0,0,1,1,1,50, 0, 0,1,18, 0,1, 1,18,5,0,167,2,0,0,0,2, 0,  4, 4, 2,  0, 0,5,1, 1, 1, 1,95,95,95,95,95,95,95, 40,0,0,0, 0, 0,0,0,1,5,1,9,5,0,0,1,3,3,3,0,1,5,1,4,2,3,1,3
 509,1,1,0,1,4,1,1,1,3,1,5,2,3,1,3,1,4,1,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 5,0,1935,65,2,17,0, 3,7,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,14,0, 3,0,831,1,5, 32,5,5,5,5,14,0, 3,0,831,1,5, 32,5,0,0,0,1,1,0,0,1,96,98,96,98,98,5,0,1,5,1,0,0,6,50, 0, 0,1,48, 0,1, 1,48,5,0,171,6,0,0,0,6, 0, 48,48,18,  0, 1,7,1, 0,95,95,95,95,95,95,95,95,95, 45,1,3,5, 9, 8,0,0,5,1,5,7,9,0,0,0,9,7,0,5,3,1,2,2,3,3,5,1
 510,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,1,4,9,1,0,3,0,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230, 9,0,1958,42,2,14,0, 1,6,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,17,0, 3,0,841,1,5, 40,1,5,1,1,17,0, 3,0,841,1,5, 40,5,0,0,0,5,0,0,0,1,96, 6,96, 6, 6,1,5,0,0,0,5,5,3,10, 0, 0,5,90, 0,0, 0, 0,5,0,103,6,0,0,0,6, 6,  0, 0, 6,  0, 0,5,1, 0,95,95,95,95,95,95,95,95,95, 60,1,1,1, 2, 8,0,0,5,1,5,9,1,5,0,0,2,2,5,0,1,5,1,2,3,1,1,3
 511,5,0,0,3,5,5,0,3,0,1,1,1,3,1,3,3,3,1,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1, 20, 4,0,1973,27,3,15,0,96,4,99,0, 0,9,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0,13,0, 2,0,802,1,5, 30,5,5,5,1,13,0, 2,0,802,1,5, 30,5,0,0,0,5,0,0,0,5, 5, 5, 4,96, 4,1,1,0,1,5,0,0,4,10, 0, 0,1,83, 0,1, 1,83,5,0,149,3,0,0,0,3, 0, 20,20, 0,  2, 2,5,5,95,95,95,95,95,95,95,95,95,95,200,1,1,1, 2, 6,0,0,5,5,5,2,9,0,0,0,9,2,0,5,3,3,3,3,3,1,5,3
 512,1,1,0,1,4,1,5,2,5,1,1,1,3,1,5,1,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0, 9,0,1956,44,3,12,1, 0,3,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0,36,0, 8,0,641,1,5, 40,5,1,1,5,36,0, 8,0,641,1,5, 40,1,0,0,0,5,0,0,0,5, 4, 4, 4,96, 4,1,5,0,0,0,1,5,1,50, 0, 0,1,64,87,2, 3,28,5,0,149,4,0,0,0,4, 0, 39,39, 0,  1, 1,5,1, 2, 1,15,17,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,1,5,5,9,0,0,0,9,5,0,3,2,4,2,3,3,3,1,1
 513,1,1,0,1,4,1,1,1,3,3,1,5,3,5,0,4,5,1,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 3,0,1960,40,1,17,0, 1,6,17,0, 1,6,7,18,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,0, 0,0, 0,0,  0,0,0,996,0,0, 9,0, 2,0,842,1,1, 40,1,5,5,5, 9,0, 2,0,842,1,1, 40,5,0,0,0,1,1,2,0,5, 9, 9, 6,96, 6,1,1,0,1,1,0,0,4,50, 0, 0,1,60, 0,1, 1,60,5,0,114,1,0,0,0,1, 8,  7, 8, 8,  7, 8,1,1, 2, 2, 6,10,95,95,95,95,95,95, 70,1,1,1, 1, 3,0,0,1,5,1,2,9,0,0,0,9,2,0,3,4,2,2,2,2,3,5,3
 514,1,1,0,1,4,8,0,8,0,8,0,8,0,1,5,1,2,1,1,0,1,2,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,1,270, 3,0,1925,75,1,12,1, 0,3,15,0,96,4,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 6,1988,24,0, 5,0,842,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,24,0, 5,0,842,1,5,996,0,5,5,0,5,0,0,0,5,99,99,99,96,99,5,0,5,0,0,5,5,3,50, 0, 0,5,19, 0,1, 1,19,5,0,114,8,0,0,0,8, 7, 33,34, 7, 33,34,1,1, 0,95,95,95,95,95,95,95,95,95, 25,1,3,1, 1, 8,0,0,1,1,1,2,9,0,0,0,9,2,0,5,1,5,1,2,3,1,1,3
 515,1,1,0,1,5,1,1,1,5,3,1,5,5,1,1,2,5,1,1,0,2,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230, 1,0,1961,39,1,16,0, 1,6,12,1, 0,3,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 9,0, 2,0,842,1,1, 40,5,5,5,5, 9,0, 2,0,842,1,1, 40,5,0,0,0,5,0,0,0,5, 7, 7, 6,96, 6,1,5,0,0,0,1,1,1,50, 0, 0,1,48, 0,1, 1,48,5,0,124,3,0,0,0,3, 0, 13,13, 0, 11,11,1,1, 2, 2,12, 9,95,95,95,95,95,95, 50,1,1,5, 5, 8,0,0,1,5,5,4,9,0,0,0,9,4,0,5,2,3,1,2,2,3,1,3
 516,1,1,0,1,4,1,1,1,1,3,1,5,5,1,5,2,5,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400, 7,0,1933,67,1,14,0,96,4,12,1, 0,3,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0, 6,1989,30,0, 5,0,412,1,1,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,30,0, 5,0,412,1,1,996,0,5,5,0,1,1,0,0,5, 4, 4, 3,96, 3,1,1,0,1,5,0,0,4,50, 0, 0,5,45, 0,1, 1,45,5,0,124,3,0,0,0,3, 0, 36,36, 0, 36,36,1,1, 0,95,95,95,95,95,95,95,95,95, 10,1,1,1, 2, 8,0,0,1,5,1,0,9,0,0,0,9,0,0,1,2,2,1,2,1,3,1,3
 517,1,1,0,1,3,1,5,2,5,5,0,3,0,5,0,4,5,3,5,1,0,0,5,0,1, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,110, 3,0,1966,34,5,17,0, 2,7,99,0, 0,9,1,10,1,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 1,0, 1,0,441,1,5, 60,1,5,5,5, 1,0, 1,0,441,1,5, 60,5,0,0,0,5,0,0,0,1,96,17,96,17,17,5,0,1,5,1,0,0,6,50, 0, 0,1,38, 0,1, 1,38,5,0,171,4,0,0,0,4, 0,  8, 8, 0,  8, 8,5,5,95,95,95,95,95,95,95,95,95,95, 40,1,3,5,10, 1,0,0,1,5,1,3,9,0,0,0,9,3,0,5,4,2,5,1,3,1,1,3
 518,1,1,0,1,4,1,5,2,5,3,5,4,3,5,0,5,5,3,5,1,0,0,5,0,3, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,7,5,0,500, 8,0,1915,85,2,16,0, 1,6,99,0, 0,9,4,50,5,0, 0,0, 0,0,  0,0,0,0,996,0,0,12,1980,14,0, 3,0,831,1,5,5,996,5,5,0,0, 0,0, 0,0,  0,0,0,0,996,0,0,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,14,0, 3,0,831,1,5,996,0,5,5,0,5,0,0,0,1,96, 7,96, 7, 7,1,1,0,1,1,0,0,4,50, 0, 0,5,93, 0,1, 1,93,5,0,121,7,0,0,0,7, 0, 55,55, 0, 30,30,5,5,95,95,95,95,95,95,95,95,95,95,  0,1,1,1, 8, 8,0,0,5,5,1,2,9,0,0,0,9,2,0,3,3,2,1,2,3,3,5,5
 519,5,0,0,3,4,8,0,8,0,1,5,2,3,1,5,1,1,2,1,0,4,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,255, 2,0,1942,58,1,12,1, 0,3,12,1, 0,3,5,60,6,0, 0,0, 0,0,  0,0,0,0,996,0,0,96,   0, 0,0, 0,0,  0,0,0,0,996,0,0,0,1,24,0, 5,0,831,1,1,5,996,0,5,0,0,0, 0,0, 0,0,  0,0,0,996,0,0, 0,0, 0,0,  0,0,0,996,0,0,0,0,24,0, 5,0,831,1,1,996,0,5,5,1,5,0,0,0,5, 6, 6, 6,96, 6,1,1,0,1,1,0,0,4,50, 0, 0,1,96, 0,1, 1,96,5,0,140,1,0,0,0,1, 0, 58,58, 0,  4, 4,5,1, 0,95,95,95,95,95,95,95,95,95,  0,0,0,0, 0, 0,0,0,5,1,5,7,9,0,0,0,9,7,0,5,1,5,1,1,3,1,1,1
