CASEID,v728,v729,v730,v731,v732,v733,v734,v735,v736,v737,v738,v739,v740,v872,v873,v874,v875,v876,v877,v878,v879,v880,v881,v882,v883,v884,v885,v886,v887,v888,v889,v890,v891,v892,v893,v894,v895,v896,v897,v898,v899,v900,v901,v902,v903,v904
 139,1,5,0,2,4,5,0,3,0,1,5,2,3,1,1,4,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 140,1,1,0,1,5,1,1,1,1,8,0,8,0,1,3,1,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 141,5,0,0,3,3,1,1,1,1,5,0,3,0,1,5,1,4,2,1,0,2,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 142,1,1,0,1,5,5,0,3,0,1,1,1,3,1,3,2,4,1,1,0,3,0,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 143,5,0,0,3,2,1,5,2,3,3,5,4,3,5,0,5,4,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 144,1,1,0,1,5,1,5,2,5,5,0,3,0,1,1,3,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 145,5,0,0,3,3,1,5,2,3,8,0,8,0,1,3,4,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 146,5,0,0,3,5,8,0,8,0,8,0,8,0,5,0,5,5,9,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 147,1,1,0,1,5,8,0,8,0,8,0,8,0,1,1,4,4,3,5,1,0,0,5,0,1, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
 148,5,0,0,3,3,1,1,1,1,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 149,1,1,0,1,5,1,1,1,3,5,0,3,0,5,0,4,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 150,5,0,0,3,2,8,0,8,0,8,0,8,0,1,3,4,5,2,1,0,4,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,5,5,270
 151,1,1,0,1,2,1,1,1,3,3,5,4,5,1,5,1,4,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 152,1,1,0,1,4,8,0,8,0,1,5,2,3,1,5,2,5,2,1,0,1,1,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
 153,5,0,0,3,5,5,0,3,0,1,5,2,5,5,0,5,5,7,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 154,5,0,0,3,2,8,0,8,0,8,0,8,0,1,1,2,4,1,1,0,1,1,1,1,0, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,221
 155,1,1,0,1,8,8,0,8,0,3,8,8,0,1,1,1,2,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 156,1,1,0,1,5,1,5,2,5,5,0,3,0,1,5,2,5,2,1,0,2,0,1,7,0, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149
 157,1,1,0,1,4,1,1,1,1,1,1,1,1,1,3,3,3,1,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 158,1,1,0,1,3,3,5,4,5,5,0,3,0,1,5,2,4,2,1,0,1,1,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 159,5,0,0,3,2,5,0,3,0,5,0,3,0,1,3,1,4,2,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 160,5,0,0,3,3,8,0,8,0,8,0,8,0,5,0,3,4,1,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
 161,5,0,0,3,5,5,0,3,0,5,0,3,0,5,0,5,5,1,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 162,1,5,0,2,5,1,5,2,1,1,5,2,1,1,5,1,2,1,1,0,3,0,1,7,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,149
 163,1,1,0,1,3,8,0,8,0,8,0,8,0,5,0,4,4,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
 164,5,0,0,3,3,8,0,8,0,1,1,1,1,1,1,4,4,2,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,1,199
 165,1,1,0,1,5,8,0,8,0,8,0,8,0,5,0,4,5,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 166,1,1,0,1,5,8,0,8,0,5,0,3,0,5,0,4,4,3,1,0,3,0,1,1,0,13," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,150
 167,1,1,0,1,4,5,0,3,0,5,0,3,0,1,3,1,5,7,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 168,5,0,0,3,4,1,5,2,3,5,0,3,0,1,5,2,2,1,5,1,0,0,5,0,1,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,1,999
 169,1,5,0,2,2,1,5,2,3,5,0,3,0,1,5,4,4,2,1,0,3,0,1,7,0,10," ",0,0,0,0,0,0,0,1,0,0," "," "," ",0,0,0,1,8,290
 170,5,0,0,3,4,3,5,4,5,8,0,8,0,1,5,1,5,1,1,0,3,0,1,7,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,5,1,270
 171,1,1,0,1,5,1,1,1,3,3,1,5,3,1,5,1,2,2,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 172,5,0,0,3,5,5,0,3,0,5,0,3,0,1,3,3,4,2,5,1,0,0,5,0,7, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 173,1,1,0,1,5,5,0,3,0,3,5,4,3,5,0,4,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 174,5,0,0,3,3,1,1,1,3,5,0,3,0,5,0,4,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 175,1,1,0,1,3,5,0,3,0,5,0,3,0,5,0,5,5,8,5,1,0,0,5,0,1, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,5,5,270
 176,5,0,0,3,4,8,0,8,0,8,0,8,0,5,0,2,4,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 177,1,5,0,2,3,8,0,8,0,8,0,8,0,1,3,3,5,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
 178,5,0,0,3,5,8,0,8,0,8,0,8,0,1,5,3,5,2,5,1,0,0,5,0,7, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 179,5,0,0,3,4,8,0,8,0,8,0,8,0,1,1,2,5,2,1,0,2,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 180,1,1,0,1,4,5,0,3,0,5,0,3,0,5,0,1,3,2,1,0,1,2,1,1,0,15," ",0,0,0,0,0,0,0,0,0,1," "," "," ",0,0,0,1,1,181
 181,1,1,0,1,5,5,0,3,0,1,5,2,5,1,5,4,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 182,5,0,0,3,4,1,1,1,3,5,0,3,0,1,1,1,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 183,1,1,0,1,3,1,1,1,3,3,5,4,3,5,0,3,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 184,5,0,0,3,3,1,5,2,3,5,0,3,0,1,1,2,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 185,1,1,0,1,3,8,0,8,0,8,0,8,0,1,3,3,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 186,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,1,4,3,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 187,5,0,0,3,4,1,1,1,5,1,5,2,5,1,1,4,5,2,1,0,4,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,5, 40
 188,5,0,0,3,4,1,5,2,1,5,0,3,0,1,5,1,4,1,1,0,1,1,1,1,0, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,221
 189,1,1,0,1,3,1,5,2,5,1,5,2,3,1,5,1,3,1,1,0,1,2,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1, 30
 190,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,1,4,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 191,1,1,0,1,2,1,1,1,1,5,0,3,0,5,0,4,5,3,1,0,3,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 192,5,0,0,3,3,1,1,1,3,5,0,3,0,1,3,2,3,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 193,1,1,0,1,4,5,0,3,0,5,0,3,0,1,3,2,5,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 194,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,1,2,2,1,0,1,2,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
 195,5,0,0,3,4,5,0,3,0,1,1,1,3,1,3,1,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 196,1,1,0,1,4,8,0,8,0,8,0,8,0,1,1,2,4,2,1,0,4,0,1,1,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
 197,1,1,0,1,5,1,1,1,1,8,0,8,0,1,5,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 198,5,0,0,3,5,1,5,2,1,5,0,3,0,5,0,9,9,9,9,0,0,0,9,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,995
 199,1,1,0,1,4,8,0,8,0,8,0,8,0,5,0,2,5,1,5,1,0,0,5,0,7,23," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,301
 200,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,1,3,2,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 201,1,1,0,1,4,1,1,1,3,1,5,2,5,1,5,2,4,2,1,0,4,0,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 202,3,0,5,4,4,1,1,1,3,1,5,2,3,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 203,5,0,0,3,3,5,0,3,0,5,0,3,0,1,1,3,4,1,1,0,3,0,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,8,127
 204,5,0,0,3,4,1,1,1,1,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 205,1,1,0,1,4,5,0,3,0,1,1,1,1,1,5,1,4,1,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 206,1,1,0,1,3,1,1,1,1,1,5,2,5,1,5,1,3,1,1,0,1,1,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 207,1,1,0,1,4,1,1,1,5,1,1,1,1,1,5,1,2,1,1,0,1,2,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 208,1,1,0,1,3,1,1,1,1,3,1,5,1,1,5,3,4,3,1,0,1,1,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 209,5,0,0,3,4,5,0,3,0,5,0,3,0,5,0,4,4,3,5,1,0,0,5,0,1, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,5,5,230
 210,5,0,0,3,3,5,0,3,0,5,0,3,0,5,0,5,5,1,5,1,0,0,5,0,1, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 211,1,1,0,1,2,8,0,8,0,8,0,8,0,1,1,2,5,1,5,1,0,0,5,0,1, 1," ",8,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,149
 212,5,0,0,3,4,1,1,1,1,5,0,3,0,5,0,4,5,2,5,1,0,0,5,0,1, 4," ",0,0,0,2,0,0,0,0,0,0," "," "," ",0,0,0,5,5,231
 213,5,0,0,3,4,1,5,2,3,5,0,3,0,1,3,2,3,1,1,0,2,0,1,1,0,10," ",0,0,0,0,0,0,0,2,0,0," "," "," ",0,0,0,5,1, 20
 214,1,1,0,1,4,1,1,1,5,3,1,5,5,1,5,2,2,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 215,5,0,0,3,5,1,1,1,3,5,0,3,0,5,0,5,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 216,1,5,0,2,3,1,1,1,3,1,5,2,3,1,3,3,3,1,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,400
 217,1,1,0,1,4,5,0,3,0,1,1,1,3,1,5,1,7,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 218,1,1,0,1,4,1,1,1,3,1,1,1,3,1,5,2,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 219,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,3,4,2,1,0,2,0,1,1,0,13," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,150
 220,5,0,0,3,3,5,0,3,0,5,0,3,0,1,5,1,1,1,1,0,1,1,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 221,5,0,0,3,5,5,0,3,0,5,0,3,0,1,3,1,4,1,1,0,2,0,1,7,0, 4," ",0,0,0,2,0,0,0,0,0,0," "," "," ",0,0,0,1,1,231
 222,5,0,0,3,2,1,5,2,5,1,1,1,5,1,3,1,5,2,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 223,1,1,0,1,4,1,1,1,3,1,1,1,3,1,5,1,5,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 224,5,0,0,3,2,1,5,2,3,3,1,5,3,5,0,7,7,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 225,1,5,0,2,4,1,1,1,1,5,0,3,0,5,0,5,5,3,5,1,0,0,5,0,8, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,0,998
 226,1,5,0,2,5,5,0,3,0,5,0,3,0,1,5,1,3,1,1,0,1,2,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 227,1,1,0,1,5,1,5,2,5,3,5,4,5,1,3,2,4,7,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 228,5,0,0,3,5,9,0,9,0,9,0,9,0,5,0,2,4,3,5,1,0,0,5,0,9, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,0,999
 229,1,1,0,1,4,1,1,1,3,1,5,2,3,1,5,1,1,1,1,0,1,2,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,149
 230,1,1,0,1,4,5,0,3,0,1,5,2,3,1,5,1,2,1,1,0,1,1,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,999
 231,1,1,0,1,4,5,0,3,0,5,0,3,0,1,3,9,4,1,1,0,9,0,5,0,9, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,0,999
 232,1,1,0,1,4,1,1,1,1,5,0,3,0,1,3,1,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 233,1,1,0,1,4,1,1,1,1,1,1,1,1,1,3,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 234,5,0,0,3,3,1,1,1,5,3,5,4,5,5,0,5,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 235,5,0,0,3,3,1,5,2,5,1,5,2,5,5,0,2,4,3,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 236,5,0,0,3,2,1,1,1,3,5,0,3,0,1,5,1,3,1,1,0,1,1,1,1,0,22," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1, 20
 237,5,0,0,3,2,8,0,8,0,8,0,8,0,1,5,1,4,2,1,0,1,1,1,7,0,25," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,301
 238,1,1,0,1,3,1,1,1,3,5,0,3,0,1,1,3,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 239,1,1,0,1,4,1,1,1,3,5,0,3,0,1,5,1,4,2,1,0,4,0,1,7,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,1,230
 240,5,0,0,3,4,1,5,2,3,5,0,3,0,1,1,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 241,1,1,0,1,4,1,1,1,1,1,1,1,1,1,3,1,3,1,1,0,3,0,1,1,0, 1," ",2,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,121
 242,5,0,0,3,2,1,1,1,3,1,1,1,3,1,5,2,4,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 243,1,1,0,1,5,1,1,1,1,5,0,3,0,5,0,5,5,3,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 245,5,0,0,3,3,1,5,2,3,5,0,3,0,1,3,1,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 246,1,1,0,1,4,8,0,8,0,3,5,4,3,1,1,9,9,9,9,0,0,0,9,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,995
 247,5,0,0,3,5,1,1,1,5,5,0,3,0,1,5,4,5,1,1,0,3,0,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,5, 30
 248,1,1,0,1,5,1,5,2,3,1,5,2,1,5,0,3,5,1,1,0,4,0,1,7,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,149
 249,5,0,0,3,3,1,5,2,1,5,0,3,0,1,3,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 250,5,0,0,3,3,1,5,2,3,5,0,3,0,1,3,3,4,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 251,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,1,4,2,1,0,3,0,1,1,0, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,221
 252,1,1,0,1,4,5,0,3,0,3,1,5,5,1,3,4,4,3,1,0,4,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,135
 253,3,0,1,5,4,1,1,1,1,1,1,1,1,1,5,1,4,2,1,0,3,0,1,1,0,19," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,269
 254,1,1,0,1,4,1,1,1,1,3,5,4,3,1,3,1,5,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 255,5,0,0,3,3,8,0,8,0,8,0,8,0,1,5,2,4,2,1,0,1,1,1,1,0, 3," ",0,0,2,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,221
 256,5,0,0,3,3,8,0,8,0,3,5,4,5,1,1,3,5,2,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 257,1,5,0,2,4,5,0,3,0,5,0,3,0,1,3,3,4,2,1,0,2,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 258,5,0,0,3,3,5,0,3,0,5,0,3,0,5,0,4,5,2,1,0,4,0,1,1,0, 4," ",0,0,0,1,0,0,0,0,0,0," "," "," ",0,0,0,1,5,230
 259,1,1,0,1,4,5,0,3,0,5,0,3,0,1,3,3,4,2,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 260,1,1,0,1,5,1,5,2,1,3,1,5,1,5,0,5,5,3,5,1,0,0,5,0,7,29," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,0,720
 261,1,1,0,1,4,8,0,8,0,8,0,8,0,1,3,1,4,1,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 262,1,1,0,1,4,1,5,2,3,5,0,3,0,1,3,2,4,2,1,0,3,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 263,1,5,0,2,3,1,1,1,1,1,5,2,3,1,3,2,5,2,1,0,2,0,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 264,5,0,0,3,4,1,1,1,3,5,0,3,0,1,5,1,4,2,1,0,1,1,1,1,0, 6," ",0,0,0,0,1,0,0,0,0,0," "," "," ",0,0,0,1,5,270
 265,1,5,0,2,4,5,0,3,0,1,5,2,1,1,5,1,2,1,1,0,1,1,1,7,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 266,1,1,0,1,5,1,5,2,3,1,5,2,3,1,1,3,4,1,1,0,4,0,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 267,5,0,0,3,2,8,0,8,0,8,0,8,0,1,5,2,5,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 268,1,1,0,1,5,1,1,1,1,3,5,4,1,5,0,4,5,2,5,1,0,0,5,0,1, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
 269,1,1,0,1,5,1,5,2,5,1,5,2,5,1,5,1,2,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,400
 270,1,1,0,1,4,8,0,8,0,8,0,8,0,1,1,7,5,2,1,0,4,0,1,1,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,5,1,166
 271,5,0,0,3,4,1,1,1,5,5,0,3,0,1,5,2,4,1,1,0,3,0,1,1,0, 1," ",7,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,149
 272,5,0,0,3,3,1,1,1,3,5,0,3,0,5,0,7,5,7,5,1,0,0,5,0,2, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,5,400
 273,1,1,0,1,4,8,0,8,0,8,0,8,0,1,5,2,3,1,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 274,5,0,0,3,4,1,5,2,3,1,1,1,3,1,3,2,2,2,1,0,1,1,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,135
 275,1,1,0,1,2,1,1,1,3,1,1,1,3,1,3,2,4,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 276,1,5,0,2,4,1,1,1,3,3,1,5,5,1,5,2,4,1,1,0,4,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 277,5,0,0,3,1,8,0,8,0,8,0,8,0,1,3,1,4,1,1,0,1,2,1,7,0,90," ",0,0,0,0,0,0,0,0,0,0," "," "," ",1,0,0,1,1,230
 278,1,1,0,1,3,8,0,8,0,1,1,1,1,1,3,4,7,1,1,0,1,1,1,1,0, 1," ",4,2,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,148
 279,5,0,0,3,3,1,1,1,3,5,0,3,0,5,0,5,5,7,5,5,0,0,5,0,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,0,0,  0
 280,1,1,0,1,5,1,1,1,1,3,1,5,1,1,5,2,4,2,1,0,1,1,1,2,0, 0," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,400
 281,5,0,0,3,3,1,1,1,3,1,1,1,3,1,3,3,3,1,1,0,3,0,1,1,0,14," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,1,290
 282,1,1,0,1,4,1,1,1,3,1,1,1,3,1,5,3,3,2,1,0,3,0,1,1,0, 1," ",1,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,5,1,135
 283,1,1,0,1,4,1,1,1,5,1,1,1,3,1,5,9,4,7,1,0,3,0,1,7,0, 2," ",0,0,0,0,0,0,0,0,0,0," "," "," ",0,0,0,1,5,110
